Age,Gender,Sexuality,Ethnicity,EdLevel,CompanySize,Country,Employment,DevType(Position),Currency,CurrencySymbol,Salary,SalaryFreq,DollarizedSalary,YearsCode,YearsCodePro,OperatingSystem,DatabaseWantToWorkWith,DatabaseHaveWorkedWith,FrameworkWantToWorkWith,FrameworkHaveWorkedWith,LanguageWantToWorkWith,LanguageHaveWorkedWith,PlatformWantToWorkWith,PlatformHaveWorkedWith,SurveyYear
25-34 years old,Man,Straight / Heterosexual,White;Hispanic or Latino/a,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,Canada,"Student, full-time",,,,,,,19,,Linux-based,,SQLite,,,Python;Rust,Python;Rust,,,2022
Under 18 years old,Man,Straight / Heterosexual,White,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,UK,"Student, full-time",,,,,,,5,,Windows,MySQL,MySQL,,,C;Dart;Java,Dart;Java;Lua;Python,,Heroku,2022
45-54 years old,Man,Bisexual;Prefer to self-describe:,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,USA,"Employed, full-time;Student, part-time","Developer, full-stack;Engineering manager",,,,,,24,,Linux-based;macOS,PostgreSQL;SQLite,PostgreSQL,Django;Phoenix;Svelte;Vue.js,Django;Phoenix;React.js,Bash/Shell;Elixir;HTML/CSS;Python;TypeScript,Bash/Shell;Elixir;HTML/CSS;JavaScript;PHP;Python,AWS,AWS,2022
25-34 years old,Man,Straight / Heterosexual,White;European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,Germany,"Employed, full-time","Developer, front-end",European Euro,EUR,2650.0,Monthly,33912.0,12,4,Windows,SQLite,SQLite,Flask;Vue.js,Flask,Assembly;C;C++;HTML/CSS;JavaScript;Lua;Python,HTML/CSS;JavaScript;Lua;Python,,Heroku,2022
35-44 years old,Woman,Straight / Heterosexual,North American;Asian;South American,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,USA,"Employed, full-time","Developer, full-stack",United States dollar,USD,150000.0,Yearly,150000.0,20,22,Linux-based;macOS,DynamoDB;PostgreSQL;Redis,DynamoDB;PostgreSQL,Django;Flask;React.js,Django;Flask;jQuery;Ruby on Rails,Bash/Shell;JavaScript;Python;SQL;TypeScript,Bash/Shell;JavaScript;Python;Ruby;SQL,AWS,AWS,2022
18-24 years old,Man,,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,Canada,"Employed, full-time;Student, full-time","Developer, front-end;Student;Designer",,,,,,4,,macOS,MongoDB;Firebase Realtime Database,MySQL;SQLite,React.js,ASP.NET;jQuery;Vue.js,Dart;JavaScript;Python,C#;HTML/CSS;JavaScript,,Firebase;Heroku,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",USA,"Employed, full-time","Developer, full-stack",United States dollar,USD,180000.0,Yearly,180000.0,7,7,macOS,Elasticsearch;PostgreSQL,Microsoft SQL Server;MongoDB;PostgreSQL,ASP.NET Core ;Node.js;React.js,Angular;Angular.js;ASP.NET Core ;Blazor;Node.js;React.js,C#;Python;Scala;TypeScript,C#;Groovy;JavaScript;Python;Scala;SQL;TypeScript,AWS;Google Cloud;IBM Cloud or Watson;Microsoft Azure,AWS;Google Cloud;IBM Cloud or Watson;Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,White;European;North American,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,USA,"Employed, full-time","Developer, full-stack",United States dollar,USD,140000.0,Yearly,140000.0,11,5,,,Cloud Firestore;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,,Angular;Express;Node.js,,Bash/Shell;HTML/CSS;Java;JavaScript;Perl;Python;SQL;TypeScript,,Firebase;Google Cloud,2022
25-34 years old,Man,Straight / Heterosexual,North American,"Associate degree (A.A., A.S., etc.)",20 to 99 employees,USA,"Employed, full-time","Developer, full-stack;Developer, QA or test;Developer, mobile;DevOps specialist;Project manager;Product manager;System administrator",United States dollar,USD,63000.0,Yearly,63000.0,8,6,Linux-based;macOS,MongoDB,Couchbase;CouchDB;MongoDB;PostgreSQL,Express;Fastify;Next.js;Node.js;React.js,Express;Fastify;Next.js;Node.js;React.js,JavaScript;Python;SQL;Swift,JavaScript;Python;SQL;Swift,AWS;DigitalOcean,AWS;DigitalOcean;Linode,2022
25-34 years old,Woman,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,USA,"Student, part-time;Employed, part-time",Student,,,,,,2,,Windows,,MariaDB;MongoDB;MySQL,Flask;React.js,Flask;Node.js;React.js,C#;JavaScript;Python;SQL;VBA,C;HTML/CSS;JavaScript;Python;SQL,AWS,AWS,2022
35-44 years old,Man,Straight / Heterosexual,White;North American,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,USA,"Employed, full-time","Developer, full-stack;Developer, back-end;Engineering manager;DevOps specialist;Senior Executive (C-Suite, VP, etc.)",United States dollar,USD,140000.0,Yearly,140000.0,14,11,,Microsoft SQL Server,Microsoft SQL Server,ASP.NET Core ;Blazor;Node.js;React.js,Angular.js;ASP.NET;ASP.NET Core ;Node.js;React.js,C#;HTML/CSS;JavaScript;PowerShell,C#;HTML/CSS;JavaScript;PowerShell,Microsoft Azure,Microsoft Azure,2022
35-44 years old,Man,Straight / Heterosexual,East Asian,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, full-stack",United States dollar,USD,260000.0,Yearly,260000.0,16,11,Windows;Windows Subsystem for Linux (WSL),,DynamoDB;Redis,ASP.NET Core ;Express;Node.js;React.js;Svelte,Angular;Express;Node.js,C;C#;HTML/CSS;JavaScript;Python;TypeScript,C;C#;HTML/CSS;Java;JavaScript;Python;TypeScript,Microsoft Azure,AWS,2022
25-34 years old,Man,Bisexual;Straight / Heterosexual,White;Hispanic or Latino/a;South American,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,Argentina,"Employed, full-time","Developer, back-end",United States dollar,USD,2300.0,Monthly,27600.0,3,2,Linux-based,DynamoDB;PostgreSQL;Redis,DynamoDB;MongoDB;PostgreSQL;Redis,Django;Laravel,Django;Flask;Laravel;Node.js,Bash/Shell;C;C++;Go;SQL,Bash/Shell;C++;JavaScript;PHP;PowerShell;Python;SQL,AWS;Google Cloud;Heroku,AWS;Heroku,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",UK,"Employed, full-time",Data scientist or machine learning specialist,Pound sterling,GBP,60000.0,Yearly,75384.0,15,10,macOS;Windows,DynamoDB;Elasticsearch,DynamoDB;Elasticsearch;SQLite,FastAPI,FastAPI;React.js,Python,Bash/Shell;JavaScript;Python;TypeScript,AWS,AWS,2022
35-44 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",USA,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end",United States dollar,USD,135000.0,Yearly,135000.0,12,8,Linux-based;macOS,DynamoDB;Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,MySQL;PostgreSQL;Redis;SQLite,Deno;Laravel;Next.js;Node.js;Nuxt.js;Phoenix;React.js;Ruby on Rails;Vue.js,jQuery;Laravel;Next.js;React.js;Ruby on Rails;Vue.js,Bash/Shell;Go;JavaScript;PHP;Ruby;SQL;Swift;TypeScript,Bash/Shell;JavaScript;PHP;Ruby;SQL,AWS;Google Cloud;Heroku;Managed Hosting;Microsoft Azure,AWS;DigitalOcean;Google Cloud;Heroku;Managed Hosting,2022
25-34 years old,Man,Straight / Heterosexual,Asian,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",500 to 999 employees,USA,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, desktop or enterprise applications",United States dollar,USD,,Monthly,,20,8,Linux-based;Windows,MongoDB;Redis,Microsoft SQL Server;PostgreSQL,Blazor;Deno;React.js;Svelte,jQuery;Node.js;React.js,Bash/Shell;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Bash/Shell;C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,,,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,USA,"Student, full-time;Employed, part-time","Developer, full-stack;Student",,,,,,10,,Windows,,IBM DB2;MySQL,,jQuery;Node.js,,C++;Python,,AWS,2022
,,,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I don’t know,India,"Employed, full-time","Developer, front-end;DevOps specialist",Indian rupee,INR,,,,13,8,Linux-based;macOS;Windows,,,Angular;Node.js;React.js,Angular;Angular.js,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,,,2022
25-34 years old,Man,,South Asian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,Canada,"Employed, full-time","Developer, back-end;Engineering manager;Cloud infrastructure engineer;Senior Executive (C-Suite, VP, etc.)",Canadian dollar,CAD,210000.0,Yearly,163977.0,12,7,Linux-based;macOS;Windows,Elasticsearch;MongoDB;MySQL,Elasticsearch;MongoDB;MySQL,Django,Django,Python;SQL,Python;SQL,AWS,AWS,2022
25-34 years old,,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",India,"Employed, full-time","Developer, front-end;Developer, full-stack",Indian rupee,INR,,,,9,4,Windows,MongoDB;MySQL,CouchDB;MariaDB;MySQL,Angular;Express;Node.js;React.js,Angular;Angular.js;Django;jQuery;Symfony,APL,APL,,,2022
18-24 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, embedded applications or devices",United States dollar,USD,85500.0,Yearly,85500.0,9,2,Linux-based;Windows;Windows Subsystem for Linux (WSL),PostgreSQL,MySQL;PostgreSQL;SQLite,FastAPI;React.js;Vue.js,Angular;Angular.js;Django;Express;FastAPI;Node.js;React.js;Vue.js,C;C++;Go;Rust;TypeScript,Assembly;Bash/Shell;C;C#;C++;Crystal;Go;Haskell;HTML/CSS;Java;JavaScript;Kotlin;LISP;Lua;MATLAB;PowerShell;Python;R;Ruby;Rust;SQL;TypeScript,AWS,AWS;DigitalOcean,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",USA,"Employed, full-time","Developer, back-end",United States dollar,USD,235000.0,Yearly,235000.0,12,7,macOS,SQLite,Redis,,,C++;Go;Rust,C;Rust,DigitalOcean,AWS;DigitalOcean;Managed Hosting,2022
45-54 years old,Man,Prefer not to say,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,USA,"Employed, full-time","Developer, front-end;Developer, full-stack",United States dollar,USD,,,,12,7,Windows,,,Angular;ASP.NET;Blazor,Angular;ASP.NET,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript,,,2022
45-54 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",500 to 999 employees,USA,"Employed, full-time","Developer, full-stack",United States dollar,USD,149000.0,Yearly,149000.0,27,26,Windows,Microsoft SQL Server,Microsoft SQL Server,Angular;ASP.NET Core ;React.js,Angular.js;ASP.NET;ASP.NET Core ,C#;JavaScript;SQL,C#;JavaScript;SQL,Microsoft Azure,Microsoft Azure,2022
35-44 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,USA,"Employed, full-time","Developer, full-stack;Engineering manager;Product manager;Senior Executive (C-Suite, VP, etc.)",United States dollar,USD,150000.0,Yearly,150000.0,18,12,macOS,,MongoDB,Node.js;React.js,Express;Node.js;React.js,Kotlin;TypeScript,JavaScript;Kotlin;Swift;TypeScript,AWS,AWS;Heroku,2022
35-44 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,Germany,"Employed, full-time","Developer, full-stack;Developer, desktop or enterprise applications;DevOps specialist;Developer, game or graphics;Product manager",European Euro,EUR,57000.0,Yearly,60787.0,22,13,Windows;Windows Subsystem for Linux (WSL),Redis;SQLite,PostgreSQL;SQLite,Angular;Deno;Svelte,Angular;Deno;Express;Node.js;React.js;Svelte,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Rust;TypeScript,C;C++;HTML/CSS;Java;JavaScript;Python;TypeScript,Firebase,AWS,2022
25-34 years old,Man,Straight / Heterosexual,White,Some college/university study without earning a degree,20 to 99 employees,USA,"Independent contractor, freelancer, or self-employed","Developer, full-stack",United States dollar,USD,85000.0,Yearly,85000.0,12,6,Windows;Windows Subsystem for Linux (WSL),MySQL;PostgreSQL;Redis;SQLite,DynamoDB;Elasticsearch;MySQL;Redis,Django;FastAPI,Django;jQuery,Rust,C#;HTML/CSS;JavaScript;Python;Rust,,,2022
25-34 years old,Man,Straight / Heterosexual,White,"Associate degree (A.A., A.S., etc.)",,USA,"Not employed, but looking for work","Developer, full-stack",,,,,,10,,Linux-based;Windows Subsystem for Linux (WSL),,Microsoft SQL Server,ASP.NET Core ;Blazor;Node.js;Nuxt.js;Ruby on Rails;Vue.js,Angular;ASP.NET;ASP.NET Core ;Node.js;Nuxt.js;Vue.js,Crystal;HTML/CSS;JavaScript;Lua;Ruby;TypeScript,Bash/Shell;C#;Crystal;HTML/CSS;JavaScript;Lua;Ruby;TypeScript,,,2022
35-44 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,USA,"Employed, full-time","Developer, full-stack",United States dollar,USD,,,,23,19,macOS,Elasticsearch;MongoDB,PostgreSQL,Next.js;React.js,Express;Next.js;React.js,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,AWS,AWS,2022
Under 18 years old,Woman,Straight / Heterosexual,South American,Primary/elementary school,,Colombia,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,,,,,2,,macOS,MongoDB,MongoDB,Node.js;React.js,Node.js;React.js,,JavaScript,DigitalOcean;Firebase;Heroku,DigitalOcean;Firebase;Heroku,2022
45-54 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,USA,"Employed, full-time","Developer, front-end;Developer, back-end;Developer, mobile",United States dollar,USD,230000.0,Yearly,230000.0,25,18,Linux-based;macOS,Redis,Redis,Node.js,Node.js,Rust;TypeScript,JavaScript;Rust;TypeScript,AWS;Google Cloud,AWS,2022
18-24 years old,Man,Straight / Heterosexual,White,Some college/university study without earning a degree,,USA,"Student, full-time",,,,,,,5,,Windows,MySQL;PostgreSQL;SQLite,SQLite,Django;FastAPI,Django,Python;SQL,JavaScript;Python;SQL,,,2022
35-44 years old,Man,Straight / Heterosexual,White;North American,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,Canada,"Employed, full-time","Developer, back-end;Engineering manager;Product manager",Canadian dollar,CAD,175000.0,Yearly,136647.0,25,17,Windows;Windows Subsystem for Linux (WSL),PostgreSQL;Redis,PostgreSQL,FastAPI;Phoenix;Svelte,Node.js,Clojure;Elixir;Julia;Python;Rust;SQL,JavaScript;Python;SQL,Microsoft Azure,Microsoft Azure,2022
25-34 years old,Man,,European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,Germany,"Independent contractor, freelancer, or self-employed","Other (please specify):;Senior Executive (C-Suite, VP, etc.)",European Euro,EUR,30000.0,Yearly,31993.0,4,4,Linux-based;macOS,PostgreSQL;Redis,MongoDB;PostgreSQL,Deno;Nuxt.js;Phoenix;Vue.js,Flask;Nuxt.js;Vue.js,Elixir;Erlang;Go;HTML/CSS;JavaScript;Julia;SQL,Go;HTML/CSS;JavaScript;Python;TypeScript,AWS;Managed Hosting,AWS;DigitalOcean;Managed Hosting,2022
25-34 years old,Man,Straight / Heterosexual,Hispanic or Latino/a,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,Mexico,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile",United States dollar,USD,4000.0,Monthly,48000.0,8,5,Windows,MongoDB;Firebase Realtime Database,MariaDB;Microsoft SQL Server;MongoDB;MySQL,Express;Node.js;React.js,ASP.NET;ASP.NET Core ;Node.js;React.js,HTML/CSS;JavaScript;TypeScript,C#;HTML/CSS;JavaScript;SQL,AWS;Firebase;Google Cloud;Microsoft Azure,AWS,2022
35-44 years old,Man,Straight / Heterosexual,White;European;North American,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,Canada,"Employed, full-time","Developer, back-end;DevOps specialist;Cloud infrastructure engineer",Canadian dollar,CAD,170000.0,Yearly,132743.0,18,15,macOS,DynamoDB,DynamoDB;Elasticsearch;MariaDB;MongoDB;MySQL;Neo4j;PostgreSQL;SQLite,FastAPI,FastAPI;Flask;jQuery,Bash/Shell;JavaScript;Python;TypeScript,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,AWS,AWS;Google Cloud;Microsoft Azure,2022
45-54 years old,Prefer not to say,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","1,000 to 4,999 employees",USA,"Employed, full-time","Engineer, site reliability;Developer, back-end;Engineering manager;DevOps specialist;Project manager;Cloud infrastructure engineer;Data or business analyst;System administrator;Security professional",United States dollar,USD,,Weekly,,39,25,BSD;Linux-based;macOS;Windows Subsystem for Linux (WSL),,DynamoDB;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,,Django;Drupal;Flask;jQuery;Node.js;Ruby on Rails,,Assembly;Bash/Shell;C;C++;Go;HTML/CSS;Java;JavaScript;MATLAB;Perl;Python;R;Ruby;TypeScript,,AWS;Colocation;DigitalOcean;Google Cloud;Microsoft Azure;VMware,2022
25-34 years old,Man,Straight / Heterosexual,Hispanic or Latino/a,"Professional degree (JD, MD, etc.)",20 to 99 employees,Argentina,"Employed, full-time","Data scientist or machine learning specialist;Developer, full-stack;Educator;Academic researcher",Argentine peso,ARS,180000.0,Monthly,18180.0,7,5,Linux-based;Windows,PostgreSQL;SQLite,Microsoft SQL Server;Oracle;PostgreSQL;Redis,Django;React.js,Django;jQuery;React.js;Symfony,Python;Rust;TypeScript,Java;JavaScript;PHP;Python;Rust;SQL;TypeScript,,,2022
25-34 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,USA,"Employed, full-time","Engineer, data;Engineering manager;Cloud infrastructure engineer",United States dollar,USD,180000.0,Yearly,180000.0,10,8,Linux-based;macOS,MongoDB;MySQL;PostgreSQL,DynamoDB;Microsoft SQL Server;MongoDB;MySQL,Deno,Django;Drupal;Flask;jQuery;Next.js;Node.js,Dart;Go,Dart;Go;Python,AWS,AWS,2022
18-24 years old,Man,Straight / Heterosexual,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,India,"Student, full-time",,,,,,,3,,Windows,MySQL,Microsoft SQL Server;MySQL;Oracle,Express;Node.js;React.js,Express;Laravel;Node.js;React.js,HTML/CSS;JavaScript;Python;SQL,HTML/CSS;JavaScript;PHP;Python;SQL,Heroku,Heroku;VMware,2022
25-34 years old,"Non-binary, genderqueer, or gender non-conforming",Queer,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","1,000 to 4,999 employees",USA,"Employed, full-time",Data scientist or machine learning specialist;Academic researcher;Other (please specify):,United States dollar,USD,103000.0,Yearly,103000.0,5,5,macOS,,Microsoft SQL Server,,,Julia;Python,Python;SQL,,,2022
55-64 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",UK,"Employed, full-time","Developer, back-end",Pound sterling,GBP,,,,44,40,Linux-based,,,,,Erlang;Haskell;LISP;Rust,Erlang;Haskell;LISP;Rust,,,2022
35-44 years old,Man,Straight / Heterosexual,White;North American,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end",United States dollar,USD,305000.0,Yearly,305000.0,41,28,macOS,MySQL;Oracle;PostgreSQL,MySQL;Oracle;PostgreSQL,Node.js,Angular;Angular.js;jQuery;Node.js;Vue.js,Java;JavaScript;SQL,C;C++;Delphi;Java;JavaScript;MATLAB;SQL;TypeScript;VBA,AWS;Google Cloud;IBM Cloud or Watson;VMware,AWS,2022
25-34 years old,Man,Straight / Heterosexual,Asian;Southeast Asian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,USA,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile",United States dollar,USD,,,,10,6,Windows;Windows Subsystem for Linux (WSL),Microsoft SQL Server;MongoDB;MySQL,Microsoft SQL Server;MySQL;PostgreSQL,ASP.NET;ASP.NET Core ;jQuery;Node.js;React.js,ASP.NET;ASP.NET Core ;jQuery;Node.js;React.js;Ruby on Rails,Bash/Shell;C#;Go;HTML/CSS;JavaScript;PowerShell,C#;HTML/CSS;Java;JavaScript;Ruby,,,2022
35-44 years old,Man,Gay or Lesbian,Middle Eastern,"Other doctoral degree (Ph.D., Ed.D., etc.)","10,000 or more employees",USA,"Employed, full-time",Engineering manager;Academic researcher;Project manager;Scientist,United States dollar,USD,,,,20,10,Linux-based;macOS,,,,,Clojure;Julia;Python,Julia;Python,,,2022
18-24 years old,Man,Prefer not to say,Prefer not to say,Some college/university study without earning a degree,,UK,"Student, full-time",,,,,,,4,,Linux-based,,,Next.js;React.js;Svelte;Vue.js,Next.js;React.js,JavaScript;Python;Rust,Assembly;C;Haskell;HTML/CSS;Java;JavaScript;Python;Rust,,,2022
,Man,Straight / Heterosexual,White;European,Some college/university study without earning a degree,"10,000 or more employees",USA,"Employed, full-time","Developer, full-stack",United States dollar,USD,,,,40,,Linux-based;macOS,,,Node.js;React.js,Node.js;React.js,Dart;Go;HTML/CSS;JavaScript;Rust;Swift,Bash/Shell;Go;HTML/CSS;JavaScript,AWS,AWS,2022
